transaction_id,meter_number,customer_category,avg_monthly_consumption,consumption_variance,token_purchase_freq,purchased_to_measured_ratio,night_consumption_ratio,tamper_flag_count,authorized_vending,zone_fraud_rate,consumption_anomaly_score,token_reuse_flag,is_fraud
28,MTR000028,Commercial,61.33961293686738,11.11315818385043,1.0,1.1048552998578034,0.325148315348529,0.0,1,0.08788062276888857,-0.508708718306769,0,0
29,MTR000029,Commercial,239.38643011412984,13.304721459721392,2.0,1.0601520987036641,0.17945572005474414,0.0,1,0.09056902834811775,-0.45336678566859634,0,0
30,MTR000030,Residential,42.27052269219362,28.285364337118175,2.0,0.9686940463590137,0.3283021870557742,0.0,1,0.04040772332757222,-0.20210743839542486,0,0
31,MTR000031,Commercial,256.7466171216166,28.93820023756013,3.0,1.1480169636217203,0.23139580646858982,0.0,1,0.03601036250780218,0.6817072185171852,0,0
32,MTR000032,Commercial,239.63149940033915,31.12119409797679,1.0,0.8742609237496318,0.14437334090365864,0.0,1,0.04360279564155748,0.03714340805151762,0,0
33,MTR000033,Residential,2.6900254190971467,0.6237573279760513,15.0,2.7131040942930165,0.7883262973129055,4.0,1,0.398670550229768,5.022021271394747,1,1
34,MTR000034,Residential,12.899539907484032,0.8191380027474373,19.0,3.0182695634986043,0.8353942771146323,8.0,0,0.4060402723489251,4.6085234945567475,1,1
35,MTR000035,Commercial,246.41502020840719,32.68978304339305,2.0,1.018152620223392,0.25895892725100333,0.0,1,0.08943397264423064,0.39531947584428134,0,0
36,MTR000036,Residential,280.1233038171234,5.011485032937295,2.0,0.9269597852832935,0.289473432843726,0.0,1,0.054632650810894336,0.7805008475987099,0,0
37,MTR000037,Residential,118.62293853315164,19.573359048475623,2.0,0.8620443310086221,0.1038810676826068,0.0,1,0.06865640661603478,0.03876279633819867,0,0
38,MTR000038,Residential,77.8314512701089,19.644606302215806,2.0,1.1471152533094657,0.27349199483431874,0.0,1,0.06986159572412523,-0.6286547210598238,0,0
39,MTR000039,Residential,17.376229801366666,65.59007651274169,13.0,3.8709544173497505,0.017379047608240102,4.0,1,0.5083055498203415,3.4503500148894846,1,1
40,MTR000040,Residential,136.91202761886282,4.725943062402148,2.0,0.9434247261643476,0.13163968900282585,0.0,1,0.05857148006298025,0.5696291674887624,0,0
41,MTR000041,Residential,208.65016009988105,26.571603078987103,4.0,1.1318294881299389,0.3688170062493954,0.0,1,0.034261570207513616,0.3833820413359639,0,0
42,MTR000042,Residential,171.87698298609115,7.091044936491686,5.0,0.9601347302021606,0.38413288424367686,0.0,1,0.08729957797186826,-0.5956723079468594,0,0
43,MTR000043,Residential,42.541611434399385,10.875559720607217,2.0,1.1409776720697828,0.3984849958365826,0.0,1,0.06615630807771172,-0.07018249303889759,0,0
44,MTR000044,Residential,176.52794245272707,37.522229664725764,3.0,0.8922435586278998,0.33497071566338876,0.0,1,0.09022401428120885,-0.24261256846160686,0,0
45,MTR000045,Commercial,186.75885457507172,37.285110249977166,3.0,0.9876749572896205,0.31628659314510177,0.0,1,0.07059781553558073,1.121213050584288,0,0
46,MTR000046,Commercial,168.80576948884013,22.412434220953095,3.0,1.0196900354312513,0.28901341619240606,0.0,1,0.09204860852035845,0.7907698778826857,0,0
47,MTR000047,Residential,227.91002895010826,18.203430146694966,5.0,1.0082180542263541,0.3079396525580804,0.0,1,0.040656166972775395,-0.297588607274936,0,0
48,MTR000048,Residential,287.14442314765563,35.31072851573071,4.0,0.9060305248810027,0.16630086769739433,0.0,1,0.0697679926703631,-0.21671987068409415,0,0
49,MTR000049,Residential,35.91659876925242,17.690625204390102,3.0,0.8849388246674896,0.39377007814905884,0.0,1,0.03631216765074321,-0.15157446644218464,0,0
50,MTR000050,Residential,207.48544018593472,24.69043156058913,5.0,0.868341289003667,0.3734183610421852,0.0,1,0.09597704716855915,0.6306239753048618,0,0
51,MTR000051,Residential,115.57450787716597,21.196232695145962,4.0,0.9576911289061025,0.3738179878265193,0.0,1,0.07403405871603981,-0.19930453991883448,0,0
52,MTR000052,Commercial,204.34576170478448,35.29993085678934,3.0,1.0118568830537948,0.20388227994322256,0.0,1,0.07104176894999562,0.952635766606994,0,0
53,MTR000053,Residential,290.93269418393,7.149641195308654,3.0,0.8866702578563578,0.37553550157813675,0.0,1,0.03886128712038748,0.6541953288719266,0,0
54,MTR000054,Residential,242.6382531818704,9.957455130097477,3.0,1.148218595014933,0.32060359654426074,0.0,1,0.046936236561168104,0.8188604764546028,0,0
55,MTR000055,Residential,102.09763294574375,19.629578011285854,4.0,0.9157115084926175,0.26112226477099787,0.0,1,0.03972971188955317,0.18211151939745407,0,0
56,MTR000056,Residential,71.80372540138436,23.306390292275843,4.0,0.9308315472244275,0.11478362500872691,0.0,0,0.056728489542703375,1.3359936768784149,0,0
57,MTR000057,Residential,280.49311646270746,34.824005672670125,5.0,0.9008400126665318,0.20109493673237522,0.0,1,0.09050447389424476,0.14392682113611457,0,0
58,MTR000058,Commercial,41.00928821978626,30.873299020278758,2.0,0.9900974361705444,0.29750712765558884,0.0,1,0.07558779301368165,0.5121477158052486,0,0
59,MTR000059,Residential,132.76828923867663,39.5580815354197,3.0,0.9078256031238137,0.32858885166678686,0.0,1,0.09127007633714021,-0.9232905814358041,0,0
60,MTR000060,Residential,139.37772752244294,11.347990131658216,2.0,1.0966548717450202,0.28714217917626256,0.0,1,0.06428958212517621,0.11647800546052962,0,0
61,MTR000061,Residential,243.0259931786142,12.569458337058611,5.0,0.8652922107374984,0.341990836517578,1.0,1,0.078342784569023,0.7675388456494758,0,0
62,MTR000062,Residential,257.3846516956029,17.61979335513021,3.0,1.1035316922940785,0.32427343584279256,0.0,1,0.05199428542249404,-1.0211084893510411,0,0
63,MTR000063,Residential,151.96965851498982,23.97273187444152,1.0,0.9674805642764666,0.1320999914450798,0.0,1,0.07613745646971132,-1.7166656041367085,0,0
64,MTR000064,Commercial,130.83364518583042,39.74022207947218,1.0,1.0752369024845523,0.12255896626287376,0.0,1,0.056901490909529825,-0.6391609681224487,0,0
65,MTR000065,Residential,128.91769768929674,33.117032279777916,4.0,0.9241435210090879,0.3917883224189257,0.0,1,0.07180762111876038,-0.8267883738048609,0,0
66,MTR000066,Residential,75.07733396174365,23.323708072536625,1.0,1.111042901665521,0.2515086314160998,0.0,1,0.045540338467673414,-0.14503902853581993,0,0
67,MTR000067,Residential,270.0645394638027,34.78165619193758,3.0,1.0134064280301929,0.19322698246106734,0.0,1,0.07179633753487355,0.1835717040637298,0,0
68,MTR000068,Residential,112.282795754256,6.805641325335704,4.0,0.9141138924557737,0.3847396458749994,0.0,1,0.08169482354062638,-0.8112199153266687,0,0
69,MTR000069,Commercial,238.64828330957135,4.433653906861963,2.0,1.004894968498351,0.20641112743726275,0.0,1,0.09954816034069697,0.0872564664403323,0,0
70,MTR000070,Residential,89.30143072053363,36.891340021544714,2.0,1.110650041810482,0.27815777948965803,0.0,1,0.06330372563017571,0.17398121129315006,0,0
71,MTR000071,Residential,129.3440028515628,14.181568268626963,4.0,1.1270808003933752,0.32157131159046815,0.0,1,0.05391718097237331,0.2201507334194397,0,0
72,MTR000072,Residential,113.96522686322879,22.787723133391953,3.0,0.9373010090200844,0.11139466628805857,0.0,1,0.07356937205553414,0.0826881589300482,0,0
73,MTR000073,Residential,136.13638566002533,9.827241363324543,4.0,1.0842153987119567,0.19213620846161827,0.0,1,0.030426713348730865,-0.16503890340692684,0,0
74,MTR000074,Commercial,237.89825933662493,20.61186298355315,4.0,1.043182691600773,0.13442078837827443,0.0,1,0.06650464925771787,0.2716788868657191,0,0
75,MTR000075,Residential,176.3132557921567,32.34512184896276,1.0,0.9591641180880649,0.29680437387745195,0.0,1,0.071142547633063,-0.5178347620674545,0,0
76,MTR000076,Residential,80.6012249063472,7.677176761243349,5.0,1.1060650683874949,0.13544879156018488,0.0,1,0.05389867596075806,-0.6039785086697671,0,0
77,MTR000077,Residential,190.82245996411797,11.183038991129036,2.0,1.1454056661745717,0.34466273122570223,0.0,1,0.06386279061731318,-0.4010938524524293,0,0
78,MTR000078,Residential,275.13267432049724,17.539234958753536,1.0,1.1162222421906889,0.25110327202631877,0.0,1,0.04989071650000575,-0.7446348989546157,0,0
79,MTR000079,Residential,288.510965140286,5.5931411014267525,4.0,1.1222892860004121,0.10872628557669231,1.0,1,0.0573521459580455,0.10699394398498539,0,0
80,MTR000080,Residential,114.74708065905737,12.6641520353076,5.0,1.0994359702736065,0.11349434132365242,0.0,1,0.05169754173669201,-1.3270384775616157,0,0
81,MTR000081,Commercial,47.94509795959347,17.764180311460606,3.0,0.9545639954810132,0.26284326869443286,0.0,0,0.07633748130298829,0.537368692081741,0,0
82,MTR000082,Residential,108.08061049990646,31.231521251180293,1.0,1.138383772710216,0.16249985724656082,0.0,1,0.04825477107067304,-0.24781534273302228,0,0
83,MTR000083,Residential,115.11464735535172,27.368865116162933,4.0,0.9682713208387903,0.22475021508040893,0.0,1,0.04236872062125454,0.3302280935752231,0,0
84,MTR000084,Residential,210.76147790351132,24.121502506960198,3.0,0.8811345784530016,0.10101519597219323,0.0,0,0.07365600327980384,-0.23617311025938403,0,0
85,MTR000085,Industrial,45.27812715961322,14.700182815884357,3.0,0.973993768420333,0.2542741342848576,1.0,1,0.07351630208753294,0.5345195032336718,0,0
86,MTR000086,Industrial,45.41345114411501,16.147669745775815,1.0,1.1152583413685107,0.18078535594261283,0.0,1,0.0463650272549685,1.645622599177006,0,0
87,MTR000087,Residential,230.86549899462278,28.889582258140344,2.0,1.0308189401522805,0.2738090851979642,0.0,1,0.04179266236638248,0.03939994873573928,0,0
88,MTR000088,Residential,64.44668175480221,36.03111815320763,2.0,0.9960822139717744,0.14010107465941066,0.0,1,0.045980164638981594,1.1132418718092927,0,0
89,MTR000089,Commercial,13.188385281042981,1.7427288246741368,18.0,6.440400696708201,0.7421806601102117,4.0,0,0.2889016092047536,2.5588687876534117,1,1
90,MTR000090,Residential,48.48162219282453,26.904561579611222,1.0,1.009912986366575,0.2651149705925119,0.0,1,0.09171945787012985,0.5593092756535832,0,0
91,MTR000091,Residential,126.28096751627552,30.706616355592082,2.0,0.9322074082115457,0.11300161999074393,0.0,1,0.04345152094483296,-0.8368884800860011,0,0
92,MTR000092,Residential,90.37087640025221,10.676587590007212,4.0,0.9276995363584298,0.3248863466690929,0.0,1,0.03958675824329018,0.21582751907127298,0,0
93,MTR000093,Residential,235.63729613875375,9.820186325598025,5.0,1.1289954349402402,0.1296672519946951,0.0,1,0.05179283941939529,-0.010962708962235695,0,0
94,MTR000094,Commercial,84.04056594609872,30.836989107882086,1.0,1.0353577462186767,0.2830923344620288,0.0,1,0.07918300867158973,0.3242352883944737,0,0
95,MTR000095,Commercial,50.98835198054591,34.84591812532698,5.0,0.8893043663300843,0.37763547768356,0.0,1,0.06637584690604517,0.43124026300965135,0,0
96,MTR000096,Commercial,224.05389058079464,21.051337758082344,1.0,0.9617280253527904,0.2992431271724102,0.0,1,0.033192803724496366,0.08603352332807722,0,0
97,MTR000097,Residential,101.63805713997608,4.749575794170411,4.0,0.8607324072142023,0.3289569612158485,0.0,1,0.03332610478799513,-0.6131621328699628,0,0
98,MTR000098,Residential,165.09705047820137,6.827275886982806,3.0,1.1147816871186524,0.2320837512522356,0.0,1,0.0895775358208942,0.14566649058979983,0,0
99,MTR000099,Residential,214.41182882241634,20.454103339706933,5.0,1.0744330723479805,0.35300833866159687,0.0,1,0.06455680625077188,0.0016071441165803075,0,0
100,MTR000100,Commercial,61.28464607178502,21.127114963033854,2.0,1.0823195611051766,0.21318571731137198,0.0,1,0.07565907880758169,-0.4884278140582599,0,0
101,MTR000101,Residential,268.73574510407013,31.5605574564444,5.0,0.8981546245842074,0.24470842493942188,0.0,1,0.07867557083911056,1.3268736126508982,0,0
102,MTR000102,Industrial,250.71142129262174,21.194391118272243,5.0,1.062006312538163,0.13009584975798383,0.0,1,0.08904338546197328,-0.6748182486879122,0,0
103,MTR000103,Commercial,33.40403039345494,9.823717809130777,5.0,0.9049406114715309,0.39709782835805973,0.0,1,0.07717802682082803,0.016152990585864634,0,0
104,MTR000104,Residential,94.98103898443132,32.939933148077195,4.0,1.039461072922798,0.3101427703964622,0.0,1,0.09214886844707623,-1.445593693369844,0,0
105,MTR000105,Residential,131.2150564714001,25.112032317124974,1.0,0.9023231629649244,0.21212005504944023,0.0,1,0.09058615244235169,-1.3839982330535454,0,0
106,MTR000106,Residential,290.17739381409825,32.9983244637926,3.0,1.0165027259424553,0.3253268591327158,0.0,1,0.09774953885853756,-0.3721818210574683,0,0
107,MTR000107,Residential,255.43116393581076,20.786090819738806,2.0,1.0206910101283722,0.10062419175288573,0.0,1,0.04351775559465542,1.6234378844819384,0,0
108,MTR000108,Commercial,205.58793531367297,19.3950552827571,2.0,0.8830698726163698,0.2332194212182756,0.0,1,0.08404819684474799,-0.5580108901433738,0,0
109,MTR000109,Residential,248.74349428911967,29.339868789908486,2.0,1.135860856107425,0.17213443762242386,0.0,1,0.0474755728792953,1.231021832854551,0,0
110,MTR000110,Commercial,49.49357042437748,28.953252831349186,5.0,0.953633915741654,0.23301869975003228,0.0,1,0.037401459555427397,0.662669974225433,0,0
111,MTR000111,Residential,257.9260212216832,30.247410031660472,2.0,0.9819462213499732,0.207279857705938,0.0,1,0.052911730481172384,-0.7405337146298344,0,0
112,MTR000112,Residential,284.53757901648396,17.860551788417986,4.0,1.0465697453729033,0.15704615887378315,0.0,1,0.07763509585148284,-0.24970433002035564,0,0
113,MTR000113,Commercial,45.39726678097723,34.42057318857545,4.0,0.8961882982313278,0.1105906763542209,0.0,1,0.06119674116660409,0.4666594406629361,0,0
114,MTR000114,Residential,231.8545326475878,23.5942074182132,4.0,1.1369801703301923,0.3824608738115478,0.0,1,0.0990088294662802,0.0787880776155697,0,0
115,MTR000115,Residential,113.53063382295116,4.8282799006635955,2.0,1.0555089847807564,0.34252068993926843,0.0,1,0.03418240237264682,0.7102052670348109,0,0
116,MTR000116,Commercial,184.13690254665858,3.872398836145316,2.0,0.9547056137627329,0.3582524809292428,0.0,1,0.04288955359095856,-0.5072359614308678,0,0
117,MTR000117,Commercial,142.7954644042769,14.928473789147768,3.0,1.082814687660814,0.3587024835891629,0.0,1,0.07304039940586507,0.5723188944693702,0,0
118,MTR000118,Residential,107.52724868283539,36.558859233391985,4.0,1.0042814486327654,0.29261714402122196,0.0,1,0.06897097506508904,-0.4223424371463395,0,0
119,MTR000119,Residential,283.92381777528686,39.06559397202032,3.0,0.8528674558444206,0.21525674561619404,0.0,1,0.09404728974075299,0.7275386371254906,0,0
120,MTR000120,Residential,276.5874758455839,9.653165906167722,1.0,0.9988098669824244,0.37656874077299285,0.0,1,0.09746061680568921,-0.46964873472339025,0,0
121,MTR000121,Residential,292.2766753912427,3.976902691118982,5.0,0.9069989527606853,0.220267995479988,0.0,1,0.03897941759028743,-1.620935397116872,0,0
122,MTR000122,Residential,138.52134667449536,39.292566701168646,2.0,0.8587116347979323,0.1798449840789194,0.0,1,0.06965016293934922,0.1187535830752876,0,0
123,MTR000123,Residential,14.357430703579976,0.8071192317861977,8.0,2.8809326198163907,0.9162531443180333,3.0,0,0.28249199855457935,2.6391729743359758,1,1
124,MTR000124,Residential,240.56639738155843,34.111506658072415,5.0,1.0158822244567756,0.38728131133485133,0.0,1,0.06816609201785723,0.5614576242245404,0,0
125,MTR000125,Residential,98.68572682729868,27.334936505065357,1.0,1.115133237462576,0.19250663176868546,0.0,1,0.05922672241762228,-0.7039364820040559,0,0
126,MTR000126,Commercial,246.64848180185754,10.159934754619403,1.0,1.1352523102687333,0.15843813509128055,0.0,1,0.04825996107745827,0.7830671159148529,0,0
127,MTR000127,Commercial,219.99521391441485,9.559331632211457,4.0,0.8962468148876024,0.13857047938089068,0.0,1,0.09715128871116577,0.9935260245237798,0,0
128,MTR000128,Residential,5.533891416416183,1.2623673234333828,16.0,2.807842297740124,0.9338829707714524,8.0,1,0.3961556490772219,5.539286076555125,0,1
129,MTR000129,Residential,126.39792287190329,3.4325008360614833,2.0,1.1463319996411365,0.3159177506802126,0.0,1,0.061081447617935686,0.10297216100787253,0,0
130,MTR000130,Residential,200.16674925316264,23.92677526424122,5.0,0.9388351391835726,0.15554396252183547,0.0,1,0.03787386283504648,-0.38858883839041963,0,0
131,MTR000131,Residential,299.39233503275415,13.444042751846924,4.0,0.8556190876181259,0.32188299958099803,0.0,1,0.0815875924265446,-0.3485187993057475,0,0
132,MTR000132,Commercial,32.444623626700164,10.791251101605718,1.0,1.1465574001977763,0.12715596938476398,0.0,1,0.04086867670778408,-0.9085943143160566,0,0
133,MTR000133,Residential,169.88126688448017,18.251425261318424,3.0,1.0738451511480362,0.14589873600345235,0.0,0,0.030087508926294974,0.15894229369564253,0,0
134,MTR000134,Residential,265.1024733435781,31.89547455987455,5.0,0.9253336860457018,0.20226571734075538,0.0,1,0.08187754579132193,-1.4284018154441926,0,0
135,MTR000135,Residential,188.8550996654514,35.56728863883995,1.0,0.999587338979885,0.33670325291644915,0.0,1,0.05412009667917192,0.28684627869455265,0,0
136,MTR000136,Residential,236.648108241671,34.138305376379,1.0,0.9231471557801214,0.21872615506707854,0.0,1,0.06343992072246916,1.5655233403886883,0,0
137,MTR000137,Residential,294.1195805021707,5.544920619434803,5.0,1.0671613114944152,0.35570434028579145,0.0,1,0.05197162889532514,0.43754240888829954,0,0
138,MTR000138,Commercial,161.71526600688338,14.834423875924195,2.0,1.1399304430252957,0.12611941099389015,0.0,1,0.030887486393903395,-0.5561279909761572,0,0
139,MTR000139,Residential,107.94730892808897,27.719161657941786,4.0,1.0461368952510168,0.36948089489015334,0.0,1,0.08073806678592853,-1.2259043191759391,0,0
140,MTR000140,Residential,67.13065491941818,36.92990518004156,2.0,0.9346127064369013,0.20383856202147638,0.0,1,0.0635080789676197,-0.28281679590493697,0,0
141,MTR000141,Residential,281.96537369501266,6.46408415730673,2.0,1.0212306389757704,0.10949068516387972,0.0,1,0.05154809724053064,-0.1208862177279073,0,0
142,MTR000142,Residential,127.89114507095553,16.73504448413049,2.0,0.9312496421019878,0.23258960659341474,0.0,1,0.05772860159964427,0.4522833498287646,0,0
143,MTR000143,Residential,7.718528555020445,103.66219933868314,19.0,5.433129559701433,0.0015183006964907375,3.0,0,0.5600426161739823,3.3589050795457833,1,1
144,MTR000144,Residential,258.0597954543606,10.121994143312607,3.0,1.0840619716603572,0.3225900115942879,1.0,1,0.05175307019081911,1.2502586125150004,0,0
145,MTR000145,Residential,125.80460099665392,5.820153630289765,2.0,0.9201603230912129,0.3007286334565772,0.0,1,0.08373084272799805,-1.0018557863284854,0,0
146,MTR000146,Residential,196.4011311999455,32.103217654459314,2.0,0.8988748314295871,0.30582278927865103,0.0,1,0.08396437265225273,-0.3523867860486753,0,0
147,MTR000147,Residential,133.7758604015164,36.315924817895585,4.0,1.1376353814175093,0.11263832108589857,0.0,1,0.07254920621817981,0.015042410260670831,0,0
148,MTR000148,Residential,160.4588330946905,30.285991763551646,1.0,0.8689673017751901,0.33266945154024424,0.0,1,0.08850896556060797,-0.29723307021817086,0,0
149,MTR000149,Residential,140.54125939059494,25.685948482844186,2.0,1.0165255751418458,0.12355336546322318,0.0,1,0.06061454934742595,-1.124940149013836,0,0
150,MTR000150,Residential,202.92853138747788,9.363986940887484,4.0,0.9771573682507815,0.18614328123043944,0.0,1,0.03876581530532635,-1.0534154008044079,0,0
151,MTR000151,Residential,282.1462547325343,7.402892302719362,5.0,1.1444624179132936,0.10290176165407577,0.0,1,0.047137284308342284,1.8540752078173537,0,0
152,MTR000152,Commercial,113.28643600216068,9.734349854308583,5.0,1.084714927967065,0.24221893724635232,0.0,1,0.09493860798262846,0.4860620022728826,0,0
153,MTR000153,Residential,60.3994259628825,17.26281877904645,2.0,0.9309512814453633,0.22012142116301112,0.0,1,0.08236270360121702,-1.015570589575214,0,0
154,MTR000154,Residential,17.359925647488485,114.64720763139591,19.0,4.368650119727902,0.005411594131536313,10.0,0,0.5864443412423125,2.735005582096341,1,1
155,MTR000155,Residential,239.64081055492565,35.04256441665029,5.0,0.8901996043617012,0.22429012354929825,0.0,1,0.04917740435314312,0.29192228511925744,0,0
156,MTR000156,Commercial,192.30105317066636,19.507876809183607,3.0,0.8606655632647165,0.13355194145248372,0.0,1,0.08191430117518678,0.0879588306666233,0,0
157,MTR000157,Commercial,70.93067019602682,8.259274383833276,5.0,0.9408320777070077,0.32881201696698514,0.0,1,0.08644134864082356,-0.8510024230827421,0,0
158,MTR000158,Residential,97.77037348082106,2.447635298892396,3.0,1.011206921431866,0.18153363226249042,0.0,0,0.0410480315714398,0.1761114867116711,0,0
159,MTR000159,Commercial,178.81318971742047,7.073590951407144,3.0,1.0327892317874243,0.25786260301720487,0.0,1,0.05570114070207728,1.152404258840122,0,0
160,MTR000160,Residential,106.90693348191625,16.69867519797144,4.0,0.9296606816841286,0.10619855547802948,0.0,1,0.06703830767370858,-1.3366502091402155,0,0
161,MTR000161,Commercial,244.1805646183287,2.7372473334921867,1.0,1.1465969664742037,0.24625481345042433,0.0,1,0.0690546291159265,-1.5040060818947596,0,0
162,MTR000162,Residential,175.34962467904262,18.778292394398083,3.0,0.8996989502429238,0.21711831192082132,0.0,1,0.07927545527828668,-0.24274050278771542,0,0
163,MTR000163,Residential,209.15509044451187,21.962094049127412,2.0,1.0381973408569514,0.23425020928523538,0.0,1,0.0586082607100438,-1.2149064392024607,0,0
164,MTR000164,Residential,130.6258995933248,19.027248516756906,4.0,1.124444792729494,0.2509205390436493,0.0,1,0.04334498744623414,-0.018506815267369792,0,0
165,MTR000165,Residential,94.68171048008256,20.386688316843834,2.0,1.0626862370285264,0.16348459820481448,0.0,1,0.06400038554736309,0.8225298491755771,0,0
166,MTR000166,Commercial,77.3827393929665,23.07058634420449,5.0,1.00454130203833,0.1890912872054711,0.0,1,0.04714959494505408,0.1610242318143292,0,0
167,MTR000167,Residential,283.54827859848194,12.325268758130829,1.0,0.8614460817806131,0.2568357199154252,0.0,1,0.056396428647755785,0.7908445860094493,0,0
168,MTR000168,Residential,216.9577608575798,11.40359328685956,4.0,0.9600605182858688,0.3506765826678775,0.0,1,0.055762651184796036,0.5447089699031589,0,0
169,MTR000169,Residential,211.98537814587402,35.889168033451284,3.0,0.8673992717418125,0.2990946968512116,0.0,1,0.06188559843223475,-1.0028505537522203,0,0
170,MTR000170,Residential,206.6271423980001,4.080309325864615,3.0,1.0660972831979203,0.12119763780231588,0.0,1,0.030865982800685237,0.3529070847888454,0,0
171,MTR000171,Commercial,92.6449086833789,18.576147850561725,4.0,1.0082119869912523,0.15959819055139543,0.0,1,0.08452898513800781,-0.005020057971697267,0,0
172,MTR000172,Industrial,80.00280332421634,4.011565551615094,3.0,1.0541664542933444,0.2296013766427462,0.0,1,0.06435843991628884,1.2795137093753994,0,0
173,MTR000173,Residential,212.93641221391735,23.1821402974654,3.0,0.9579884574649467,0.31627976450257345,0.0,1,0.039638029220395915,-0.6501557798532439,0,0
174,MTR000174,Commercial,170.04926848276065,24.09414600502531,5.0,1.0516814522902578,0.2845796103912919,0.0,1,0.0649312483680271,-2.29816977315716,0,0
175,MTR000175,Residential,41.653176226655546,8.384761983321786,5.0,0.9026534357396488,0.14499131783904917,0.0,1,0.03297995514622675,-0.44742598275937895,1,0
